,pv,load,pv_ev,pv_load,pv_grid,grid_ev,grid_load,soc,avail,episode
2020-09-29 19:00:00,2.629661321,4248.10585,0.0,2.629661321,0.0,0.0,4245.476188679,1.0,0.0,19.0
2020-09-29 20:00:00,0.0,1237.213092,0.0,0.0,0.0,0.0,1237.213092,1.0,0.0,19.0
2020-09-29 21:00:00,1.332826916,1043.1103349999998,0.0,1.332826916,0.0,0.0,1041.777508084,1.0,0,19
2020-09-29 22:00:00,1.344030297,1106.136872,-2.4491519923230953e-13,1.344030297000245,0.0,1.9999999982458478e-05,1104.7928417029998,0.2,1.0,20.0
2020-09-29 23:00:00,0.0,1066.4776539999998,0.0,0.0,0.0,640.2751214326245,1066.4776539999998,0.2000000011875,1.0,20.0
2020-09-30 00:00:00,0.0,1098.571229,0.0,0.0,0.0,384.79788539939364,1098.571229,0.23801633652256207,1.0,20.0
2020-09-30 01:00:00,2.671333874,1056.166898,-3.1086244689504383e-13,2.671333874000311,0.0,13.062727979709148,1053.4955641259996,0.2608637109681511,1.0,20.0
2020-09-30 02:00:00,0.0,1072.528591,0.0,0.0,0.0,0.0,1072.528591,0.2616393104419463,1.0,20.0
2020-09-30 03:00:00,0.0,1145.589708,0.0,0.0,0.0,0.0,1145.589708,0.2616393104419463,1.0,20.0
2020-09-30 04:00:00,0.0,1015.355153,0.0,0.0,0.0,0.0,1015.355153,0.2616393104419463,1.0,20.0
2020-09-30 05:00:00,22.31134063,3780.6215079999997,0.0,22.31134063,0.0,3700.0,3758.31016737,0.2616393104419463,1.0,20.0
2020-09-30 06:00:00,217.6521278,5624.653686,217.6521278,0.0,0.0,0.0,5624.653686,0.48132681044194636,1.0,20.0
2020-09-30 07:00:00,1956.1322890000001,2953.247207,0.0,1956.1322890000001,0.0,0.0,997.1149179999998,0.49424990553007137,1.0,20.0
2020-09-30 08:00:00,5581.501209,2613.4427370000003,181.44739375312656,2613.4427370000003,2786.611078246873,2e-05,0.0,0.49424990553007137,1.0,20.0
2020-09-30 09:00:00,7444.099133,2289.689944,0.0,2289.6899439999997,5154.409189,0.0,4.547473508864641e-13,0.5050233445341633,1.0,20.0
2020-09-30 10:00:00,8485.198869,1605.534819,936.4489341614621,1605.534819,5943.215115838538,0.0,0.0,0.5050233445341633,1.0,20.0
